관리번호,제목,언론사,언론사 구분,사용구분,등록일
35674,[영상구성] 방방곡곡,연합뉴스TV,기타,Y,2023-02-25
35675,"아산 영인산박물관, 삼일절 맞이 '태극기 사진전' 개최",충청뉴스,기타,Y,2023-02-25
35676,[3.1운동 104주년 특집 특별기고 1] 당진 3.1운동의 시발점 - 서울 3.1운동에...,당진시대,기타,Y,2023-02-25
35677,"민주 이정문 의원, ""천안시 도약 위해 정진할 것""",충청뉴스,기타,Y,2023-02-25
35678,[포토에세이] '광복' 그날만을 바라본 독립군의 행적을 찾다,천지일보,기타,Y,2023-02-25
35679,지역서 제작 ‘3.1 독립선언서’ 원본 첫 공개,서울신문언론사 선정,기타,Y,2023-02-28
35680,독립기념관에 온 장병들,연합뉴스,기타,Y,2023-02-28
35681,"3.1만세운동 재현…독립기념관, 104주년 기념 행사",뉴시스,기타,Y,2023-02-28
35682,내일 독립기념관서 3.1절 기념식 거행,KBS,방송사,Y,2023-02-28
35683,CU X 야핏라이더 X 독립기념관 삼일절 라이딩 기부 캠페인,머니S,기타,Y,2023-02-28
35684,日대학생 5천명 독립기념관 찾은 사연,매일경제,경제지,Y,2023-02-28
35685,"대구독립운동기념관 건립, 정부가 나서야…대구형무소 터 복원도 시급",매일신문,지역종합지,Y,2023-02-28
35686,삼일절 하루 앞둔 독립기념관,연합뉴스,기타,Y,2023-02-28
35687,[포토] 독립기념관에 휘날리는 태극기,국민일보,중앙지,Y,2023-02-28
35688,3.1절 앞둔 독립기념관에 온 가족들,연합뉴스,기타,Y,2023-02-28
35689,"전북, 광복+독립 의미 2022 써드 유니폼 래플 판매 '수익금은 독립기념관으로...",OSEN,기타,Y,2023-02-28
35690,독립운동가 기억하자 삼일절 이벤트 봇물,중부일보,지역종합지,Y,2023-02-28
35691,‘3월의 독립운동가’ 유관순 열사 감방 동료 4명 선정,헤럴드경제,경제지,Y,2023-02-28
35692,"서대문형무소·독립기념관, 삼일절 기념행사 개최",K STAR,기타,Y,2023-02-28
35693,2·8독립선언서 육필 영문본 공식 공개,동아일보,중앙지,Y,2023-02-28
35694,‘3월 독립운동가’ 유관순 열사 감방동료 4명 선정,헤럴드경제,경제지,Y,2023-02-28
35695,"이달의 독립운동가'서 조문기 선생 배제... ""독립투사 모독""",오마이뉴스,기타,Y,2023-02-28
35696,3· 1절 맞아 독립운동 관련 전시 '풍성',소년한국일보,기타,Y,2023-02-28
35697,서산이 기억해야 할 독립투사 '이철영',오마이뉴스,기타,Y,2023-02-28
35698,제104주년 삼일절..천안 독립기념관·대전 등 곳곳 행사,TJB 대전방송,기타,Y,2023-02-28
35699,나만의 만세 포즈' 호응... 편의점들 '독립운동가 기억하기' 눈길,시빅뉴스,기타,Y,2023-02-28
35700,조선 독립 만세... 3.1절에 아이들과 가볼만한 '역사 현장',경기일보,지역종합지,Y,2023-02-28
35701,"3.1 만세운동 재연‥아우내봉화제, 4년만 정상 개최",MBC,방송사,Y,2023-02-28
35702,흩날리는 태극기,연합뉴스,기타,Y,2023-02-28
35703,"스타벅스 ‘무궁화 텀블러’ 내놨다…유통업계, 삼일절 마케팅 쏟아져",이투데이,기타,Y,2023-02-28
35704,제주4·3연구소 이사장에 김영범 대구대 명예교수 선임,뉴시스,기타,Y,2023-02-28
35705,태극기 아래를 거니는 커플,연합뉴스,기타,Y,2023-02-28
35706,태극기 아래에서 뛰어노는 아이,연합뉴스,기타,Y,2023-02-28
35707,잊지 않기 위해…3.1절 앞두고 세워진 '강제동원 노동자상',노컷뉴스,기타,Y,2023-02-28
35708,"천안시, 31개 읍면동 하모니로 '박상돈표 소통오케스트라' 완성",데일리한국,기타,Y,2023-02-28
35709,태극기 아래에서 경례하는 장병,연합뉴스,기타,Y,2023-02-28
35710,청년공작대(소년대) 참여해 부상병 치료,오마이뉴스,기타,Y,2023-02-28
35711,"[공공돋보기] 104년 전 그날, 뜨거운 함성 속으로",공공뉴스,기타,Y,2023-02-28
35712,‘3.1절’에 가 볼 만한 전국 곳곳 역사의 현장 [카드뉴스],한겨레,중앙지,Y,2023-02-28
35713,3.1절' 그날의 함성 함께 외쳐요,소년한국일보,기타,Y,2023-02-28
35714,"대구시·경상북도, 104주년 3.1절 기념식 열어",대구MBC,기타,Y,2023-02-28
35715,"교보교육재단, ‘청소년 창의리더십 체인지 아카데미’ 성료",CNB뉴스,기타,Y,2023-02-28
35716,"[트래블투데이] ‘의향’ 나주시, 제104주년 3.1절 기념식 연다",트래블투데이,기타,Y,2023-02-28
35717,"서천군, '민족혼·민족기록화전' 개최",충남일보,기타,Y,2023-02-28
35718,104년 전 그날처럼…중구 청라언덕서 '만세운동',대구신문,기타,Y,2023-02-28
35719,3.1절 앞두고 다녀온 서대문형무소역사관,대한민국 정책브리핑,기타,Y,2023-02-28
35720,"유통업계, 3.1절 맞이 프로모션 진행",매일안전신문,기타,Y,2023-02-28
35721,"밭으로 변한 독립운동가 집터, 버려진 안내판... 복원은 언제쯤 ",오마이뉴스언론사 선정,기타,Y,2023-03-02
35722,"“재외동포청, 독립기념관 있는 천안에 신설해야”",KBS,방송사,Y,2023-03-02
35723,"독립기념관, 민간기업과 독립운동 후손 돕기 나서",서울신문,기타,Y,2023-03-02
35724,신관빈 선생 등 독립유공자 32명… 독립기념관 주소로 호적 생긴다,동아일보,중앙지,Y,2023-03-02
35725,"김두관 국회의원, 양산항일독립기념관 방문",경남도민일보,지역종합지,Y,2023-03-02
35726,하동독립공원서 3.1운동 104주년 기념행사,대한경제,기타,Y,2023-03-02
35727,[B tv 중부뉴스]“대한 독립 만세”...4년 만에 3.1절 대면 행사,SK브로드밴드,기타,Y,2023-03-02
35728,"독립기념관 앞, 충남지역 강제동원 노동자상 제막식 열려 ",노동과세계,기타,Y,2023-03-02
35729,"김포시, 김포독립운동기념관서 제104주년 3.1절 기념식",중도일보,지역종합지,Y,2023-03-02
35730,"1,919명 대국민 참여, 104년 전 독립을 외치다.",대전시티저널,기타,Y,2023-03-02
35731,"[포토뉴스] 경북 안동시, 제104주년 3.1절 기념식에서 권기창 안동시장 “대한...",브릿지경제,기타,Y,2023-03-02
35732,[서거 80주년 독립운동가 백산 안희제] 민족사상 고취자 … 민족교육 선각자 ...,경남신문,지역종합지,Y,2023-03-02
35733,"재외동포청천안유치추진위 ""순국선열의 고장 천안에 설치돼야""",연합뉴스,기타,Y,2023-03-02
35734,"지지율 1위' 김기현, 과반이냐 결선이냐…與 오늘 마지막 연설회",뉴스1언론사 선정,기타,Y,2023-03-02
35735,與전대 격차 더 벌린 김기현…지지율 46% 과반 눈앞[여론조사공정],이데일리,기타,Y,2023-03-02
35736,"나주시, 제104주년 3.1절 기념식 개최",브레이크뉴스,기타,Y,2023-03-02
35737,"국민의힘 전당대회 D-7… TK 누빈 김기현, ‘울산 땅’ 물고 늘어지는 安·千...",조선비즈언론사 선정,기타,Y,2023-03-02
35738,위안부 문제 해결 약속 지켜달라 할머니들 호소,SBS,방송사,Y,2023-03-02
35739,"화성시, 3.1절 기념식 열어",인천일보,기타,Y,2023-03-02
35740,"나주시, '제104주년 3.1절 기념식' 개최",뉴스워커,기타,Y,2023-03-02
35741,병천순대의 그 '병천'… 미각 유혹하는 천안 병천시장,충청투데이,지역종합지,Y,2023-03-02
35742,"與책임당원협의회, 김기현 강력 지지…安·千·黃 싸잡아 비판",이데일리,기타,Y,2023-03-02
35743,[사설] 천안시도 시동 걸고 나선 재외동포청 유치전,대전일보,지역종합지,Y,2023-03-02
35744,나주·장성 ·화순 104주년 3.1절 기념식 자체 개최,남도일보,기타,Y,2023-03-02
35745,"공주시, 제104주년 3.1절 기념식 개최",매일일보,기타,Y,2023-03-02
35746,김기현 “경북도의원 전원이 지지”… 안철수 “대통령실-비대위 불공정”,동아일보,중앙지,Y,2023-03-02
35747,"경북 안동 찾은 김기현 후보…권기창 시장, 김형동 의원과 손 맞잡아",데일리한국,기타,Y,2023-03-02
35748,"교보교육재단, 청소년 창의리더십 체인지 아카데미 성료",여성소비자신문,기타,Y,2023-03-02
35749,[충청브리핑] 충북도의회 해외연수 ‘취소’… ‘기내 음주 추태’ 불똥,뉴데일리,기타,Y,2023-03-02
35750,"화성시, 제104회 3.1절 기념식 개최",위클리오늘,기타,Y,2023-03-02
35751,"교보교육재단, 청소년 창의리더십 ‘체인지 아카데미’ 성황리 마쳐",한국보험신문,기타,Y,2023-03-02
35752,"[종합] 안철수의 '작심' ""대통령실 불공정하다"" 마지막 승부수...김기현 '땅투...",폴리뉴스,기타,Y,2023-03-02
35753,[투/리포트]104주년 삼일절 '나라사랑 되새겨요',대전MBC,기타,Y,2023-03-02
35754,"컴퍼니합, 카카오메이커스서 소노벨 천안 베스트 초이스 패키지 선봬",시민일보,기타,Y,2023-03-02
35755,"故강길원 화백 추모전 개최, 다시-구상시대(具象時代)",더퍼블릭,기타,Y,2023-03-02
35756,"우관 김종범 '전라북도 예술의 맥', 29일까지 열려",JTV전주방송,기타,Y,2023-03-02
35757,AI·코딩교육 기반 없는데… 미래인재 양성 ‘속빈 강정’ <59> 경기도 여주시,스카이데일리,기타,Y,2023-03-02
35758,[영상] 경북·대구 3.1절 기념식…4년 만에 만세삼창,경북일보,기타,Y,2023-03-02
35759,"독립기념관, 3월의 독립운동가 권애라·신관빈·심영식·임명애 선정… 전시회...",천지일보,기타,Y,2023-03-03
35760,"황당한 3.1절 퀴즈, 여러분이 직접 비교해 주십시오",오마이뉴스언론사 선정,기타,Y,2023-03-03
35761,"임종성 의원 ""재외동포 권익 신장 위해 최선 다할 것""",파이낸셜뉴스언론사 선정,기타,Y,2023-03-03
35762,[오늘 날씨] 비교적 포근...건조함 주의,뉴스포스트,기타,Y,2023-03-03
35763,패션'을 '예술'이라 부르는 이유,오마이뉴스,기타,Y,2023-03-03
35764,“재외동포청 우리 도시로…” 유치 4파전,세계일보,중앙지,Y,2023-03-03
35765,"장복만 동원개발 회장, 납세자의 날 '대통령 표창' 수상 영예",파이낸셜뉴스,경제지,Y,2023-03-03
35766,“항일 투쟁의 흔적을 찾아서”…경기도 3.1운동 유적지 3곳 소개[주말엔],경향신문언론사 선정,기타,Y,2023-03-04
35767,“지역 정체성 찾자”…요금소·역 명칭 개정 잇따라,KBS,방송사,Y,2023-03-04
35768,[최명희문학관의 어린이손글씨마당] 8. 자랑스러운 우리나라와 태극기,전북일보,지역종합지,Y,2023-03-04
35769,"독립기념관, 삼일절 기념 가족 대상 답사형 교육프로그램 성료",데일리한국,기타,Y,2023-03-05
35770,"독립기념관, 삼일절 기념 가족 대상 답사형 교육프로그램 성료",불교공뉴스,기타,Y,2023-03-05
35771,부산 향토기업 동원개발 모범납세로 사회적 책임 앞장,파이낸셜뉴스,경제지,Y,2023-03-05
35772,청송 독립운동 해설사 양성과정 개설,스포츠동아,기타,Y,2023-03-06
35773,"독립기념관, 제104주년 삼일절… 가족 대상 '체험형 답사프로그램' 성료",천지일보,기타,Y,2023-03-06
35774,이상설 선생 기념관 준공 `눈앞',충청타임즈,기타,Y,2023-03-06
35775,"독립기념관, 3.1절 기념 체험형 답사프로그램 성료",충청뉴스,기타,Y,2023-03-06
35776,"청송군, 독립운동 해설사 양성과정 개설",스마트에프엔,기타,Y,2023-03-06
35777,"“재외동포청, 우리 지역에” 치열한 유치전",경향신문,중앙지,Y,2023-03-06
35778,[6일 안성시 소식] 쓰레기 특별처리대책 시행 등,아시아타임즈,기타,Y,2023-03-06
35779,"경북도, 제104주년 3.1절 기념식 개최",성주신문,기타,Y,2023-03-06
35780,신설 재외동포청 유치 나선 지자체들 “우리가 최적지”,경향신문,중앙지,Y,2023-03-06
35781,[맷돌고성(孤聲)] 해월 최시형,경기신문,기타,Y,2023-03-06
35782,2023년 광복절부터 천안 독립기념관 ‘K-컬처’ 신거점된다,세계일보,중앙지,Y,2023-03-07
35783,"해남군, 공룡박물관에서 ‘독립 만세’ 함성 느껴",아시아경제,경제지,Y,2023-03-07
35784,"청송군, 독립운동 해설사 양성과정 운영",아시아투데이,기타,Y,2023-03-07
35785,유관순상 수상자에 '최정숙을 기리는 모임',연합뉴스,기타,Y,2023-03-07
35786,일제 맞선 사람들 잊지 않으려... 365일 '태극기'가 걸린 곳,오마이뉴스언론사 선정,기타,Y,2023-03-07
35787,730만 재외동포 정책 총괄 재외동포청 유치 경쟁 본격화,한국일보,중앙지,Y,2023-03-07
35788,항일운동 앞장선 선배들의 희생정신 잇자,강원일보,지역종합지,Y,2023-03-07
35789,"해남군, 공룡박물관에서 3.1절 기념 특별기획 사진전 개최",시민일보,기타,Y,2023-03-07
35790,최정숙을 기리는 모임' 제22회 유관순상 수상자 선정,제주일보,기타,Y,2023-03-07
35791,제22회 유관순상 '최정숙을 기리는 모임' 선정,TJB 대전방송,기타,Y,2023-03-07
35792,"정명근 화성시장, 제암리 '화성 독립기념관' 현장점검 나서",한국경제,경제지,Y,2023-03-08
35793,[B tv 중부뉴스]‘천안 K-컬처 박람회’...8월 독립기념관서 개최,SK브로드밴드,기타,Y,2023-03-08
35794,천안시 '도의원 간담회 개최'…충남도 예산확보 총력,노컷뉴스,기타,Y,2023-03-08
35795,"[청송24시] 청송군, 사과산업 미래경쟁력 확보 '총력전'",시사저널,기타,Y,2023-03-08
35796,"유관순상위원회, 제22회 유관순상 수상자 선정",브릿지경제,기타,Y,2023-03-08
35797,62년만에 부 승격… 국민 통합·국가 정체성 확립 ‘최우선 과제’,문화일보,중앙지,Y,2023-03-08
35798,"양영두 사선문화제 위원장, 전북 임실 3.15 만세운동과 민족대표 박준승 선생...",새전북신문,기타,Y,2023-03-08
35799,[8일 화성시 소식] 정명근 시장 '기아 오토랜드 화성' 방문 등,아시아타임즈,기타,Y,2023-03-08
35800,[인터뷰] '인천서 제조업 운영' 30년간 봉사·기부 앞장 성명용 씨,경인일보,지역종합지,Y,2023-03-08
35801,투/'최정숙을 기리는 모임' 유관순상 수상자 선정,대전MBC,기타,Y,2023-03-08
35802,"정명근 화성시장, 화성시독립운동기념관 건립 현장 방문",천지일보,기타,Y,2023-03-09
35803,"정명근 화성시장, ""화성독립운동가의 고귀한 희생 정신 기억하겠다""",아주경제,경제지,Y,2023-03-09
35804,"정명근 화성시장, 화성시독립운동기념관 건립 현장 방문",대한경제,기타,Y,2023-03-09
35805,제22회 유관순상에 ‘최정숙을 기리는 모임’,동아일보,중앙지,Y,2023-03-09
35806,"한국청소년활동진흥원, 온라인 청소년활동 '방과후 놀러ON 홈캠프' 성료",에듀동아,기타,Y,2023-03-09
35807,제22회 유관순상에 '최정숙을 기리는 모임',뉴제주일보,기타,Y,2023-03-09
35808,"한국청소년활동진흥원, 취약계층 위한 '방과후 놀러ON 홈캠프' 성료",뉴스1,기타,Y,2023-03-09
35809,정명근 화성시장이 제암리를 찾은 까닭…“역사를 잊은 민족에게는 미래가 없...,헤럴드경제,경제지,Y,2023-03-09
35810,[문화산책] 삼천만의 열망이 만들어낸 기적,영남일보,지역종합지,Y,2023-03-09
35811,"충청의 아들 윤석열, 독립투사 희생 부정",굿모닝충청,기타,Y,2023-03-10
35812,"정명근 화성시장,화성시독립운동기념관 건립 현장 방문",뉴스투데이,기타,Y,2023-03-10
35813,하동 3.1운동 주역 김응탁 선생 후손 4년째 장학기금 쾌척,대한경제,기타,Y,2023-03-10
35814,"진주시, '형평운동 100주년 기념사업 준비위원회'회의 개최 [서부경남]",쿠키뉴스,기타,Y,2023-03-10
35815,서울 국립전통예술고등학교 ‘백채현’ 22회 유관순횃불상 수상,에듀동아,기타,Y,2023-03-10
35816,하동 3.1운동 주역 김응탁 선생 후손 4년째 장학기금 쾌척,불교공뉴스,기타,Y,2023-03-10
35817,"영덕도서관, 경북 독립운동사 아카데미 수강생 모집",뉴스프리존,기타,Y,2023-03-11
35818,가장 오래된 애국가 음원 찾았다,중앙SUNDAY,기타,Y,2023-03-11
35819,가장 오래된 애국가 음원 찾았다…1942년 7월 6일 VOA 방송,미주중앙일보,기타,Y,2023-03-11
35820,"양영두 위원장, 독립운동가 박준승 추모 강연",전북도민일보,지역종합지,Y,2023-03-12
35821,"영덕도서관, 경북 독립운동사 아카데미 수강생 모집",경북도민일보,기타,Y,2023-03-12
35822,"영덕도서관, 경북 독립운동사 아카데미 수강생 모집",중도일보,지역종합지,Y,2023-03-12
35823,3.1운동 주역 김응탁 선생 후손 4년째 장학기금 쾌척,경남도민신문,기타,Y,2023-03-12
35824,[忠淸道 축제] 천안 능수버들처럼 ‘흥’ 넘치는 도시,뉴데일리,기타,Y,2023-03-12
35825,최정숙을 기리는 모임' 22회 유관순상 수상,제민일보,지역종합지,Y,2023-03-12
35826,"양영두 사선문화제전위원장, 15일 임실문화원에서 3.1만세운동 특별 강연회",전북일보,지역종합지,Y,2023-03-12
35827,"경북교육청, '별처럼 빛나는 영양 독립운동' 발간",매일신문,지역종합지,Y,2023-03-13
35828,"경북교육청, 초등교재 ‘별처럼 빛나는 영양 독립운동 이야기’ 펴내",아시아경제,경제지,Y,2023-03-13
35829,[사설] 기대되는' 화성시 독립운동기념관',수원일보,기타,Y,2023-03-13
35830,[3.1운동 104주년 특집 특별기고3] 당진 3.1운동은 최초 혹은 최대의 독립만세...,당진시대,기타,Y,2023-03-13
35831,"천안시, 석오 이동녕 선생 서거 제83주기 추모제 열어",연합뉴스,기타,Y,2023-03-13
35832,"천안시, 석오 이동녕 선생 서거 제83주기 추모제 거행",디트뉴스24,기타,Y,2023-03-13
35833,"이정문 의원, 천안시 강소특구 확장사업 등 현안사업 협의",뉴스워커,기타,Y,2023-03-13
35834,"나누며하나되기, 고려인 역사탐방 진행",법보신문,기타,Y,2023-03-13
35835,동양일보 독자권익위원회 구성…13일 7명 위원 위촉식,동양일보,기타,Y,2023-03-13
35836,「역사가 쏙쏙」한국사 인물 & 세계사 인물 - '광개토 대왕' '잔다르크',소년한국일보,기타,Y,2023-03-13
35837,"이정문 국회의원 ""천안시, 강소특구 6산단까지 확장해야""",디트뉴스24,기타,Y,2023-03-13
35838,"한국경영인증원, 2023년 상반기 공정채용 우수기관 인증 설명회",데일리경제,기타,Y,2023-03-13
35839,"이정문 의원, '2024 정부예산 확보를 위한 천안시-국회의원 간담회' 참석",뉴스티앤티,기타,Y,2023-03-13
35840,"나누며하나되기, 고려인과 전통문화 및 역사탐방",불교닷컴,기타,Y,2023-03-13
35841,"이정문 의원, 천안시 강소특구 확장사업 등 현안사업 협의",충남일보,기타,Y,2023-03-13
35842,경북 안동까지 가야 하는데… 부산독립기념관 또 미루나,부산일보언론사 선정,기타,Y,2023-03-14
35843,"경북교육청, 쉽게 배우는 우리 지역 독립운동 이야기",한국강사신문,기타,Y,2023-03-14
35844,‘천안8경’ 영상 콘텐츠 공모,아이뉴스24,기타,Y,2023-03-14
35845,[재외동포청 잡아라] 천안 “지리적 이점·역사성 강점”,아시아경제,경제지,Y,2023-03-14
35846,"천안시, 석오 이동녕선생 '제83주기 추모제' 거행",브릿지경제,기타,Y,2023-03-14
35847,동양일보 독자권익위원회 올해 첫 회의,동양일보,기타,Y,2023-03-14
35848,"천안문화재단, ‘천안8경’ 영상 콘텐츠 공모전…총상금 500만 원",시사뉴스24,기타,Y,2023-03-14
35849,"천안8경' 영상으로 담아주세요!..천안문화재단, 총 상금 500만원 내건 영상 ...",투어코리아뉴스,기타,Y,2023-03-14
35850,"이재랑 정의당 대변인 ""5·18 북한 개입 망언, 김광동 위원장 해임해야""",브레이크뉴스,기타,Y,2023-03-14
35851,연진아. 나 지금 TMI 알려줘서 되게 신나. ‘더 글로리’ 송혜교 TMI 12.,에스콰이어,기타,Y,2023-03-14
35852,"신부로 여장하고 3층에서 뛰어내려 불꽃같았던 나의 할아버지, 의사 나창헌",YTN,방송사,Y,2023-03-17
35853,한독당 중심 임시정부 비판하며 신한민주당 창당,오마이뉴스,기타,Y,2023-03-17
35854,"무신사플레이어, 스포츠 프로구단 유니폼 확대",패션비즈,기타,Y,2023-03-17
35855,남사예담촌 고택과 매화 봄이 즐거운 꽃소식,경남일보,기타,Y,2023-03-17
35856,"신부로 여장하고 3층에서 뛰어내려” 불꽃같았던 나의 할아버지, 의사 나창헌",데일리한국,기타,Y,2023-03-19
35857,서병희 의병장， 경남지역 항일활동 유일,경남매일신문,기타,Y,2023-03-19
35858,산청 7매， 남사예담촌 매화 얘기 더 짙어진다,경남매일신문,기타,Y,2023-03-19
35859,독립기념관 '미국과 함께한 독립운동' 기획 전시,뉴시스,기타,Y,2023-03-20
35860,"독립기념관, 주한 미군기지 내 기획전시 최초 개최",금강일보,기타,Y,2023-03-20
35861,"광복회 미서북부지회, 차세대에 독립운동 알리는 '민족캠프'",연합뉴스,기타,Y,2023-03-20
35862,[최완규의한·미동맹사] 미국과 함께한 독립운동 ‘독수리 작전’,세계일보,중앙지,Y,2023-03-20
35863,"정예장교 육성' 단국대 125학군단 동문회, 장학금 1000만원 기탁",머니투데이,경제지,Y,2023-03-20
35864,"충남도, 내년 국비 '10조 시대 개막' 힘 모은다",충남일보,기타,Y,2023-03-20
35865,미주 한인들이 제작한 승전기원 배지,연합뉴스,기타,Y,2023-03-20
35866,이승만 박사가 굿펠로우에게 보낸 편지,연합뉴스,기타,Y,2023-03-20
35867,임시정부가 루스벨트 대통령에게 보낸 편지,연합뉴스,기타,Y,2023-03-20
35868,1945년 광복군-미군 한자리에… ‘美와 함께 한 독립운동’ 기획전,동아일보언론사 선정,기타,Y,2023-03-21
35869,"독립기념관, 주한 미군기지 내 첫 기획전시",KBS,방송사,Y,2023-03-21
35870,미국과 함께 한 독립운동,국방일보,기타,Y,2023-03-21
35871,"한일 정부 꾸짖은 일본 시민단체 ""나쁜 결정했다""",오마이뉴스언론사 선정,기타,Y,2023-03-21
35872,천안·아산 삼백리 자전거길 열린다,서울신문,기타,Y,2023-03-21
35873,"IWPG 글로벌 10국, 온리피스 콘퍼런스 개최… DPCW 지지 촉구",천지일보,기타,Y,2023-03-21
35874,"함평군 청소년문화의집, 문화역사 탐방",전남일보,지역종합지,Y,2023-03-21
35875,동양평화만세만만세' 안중근 의사 옥중 유묵 공개,남도일보,기타,Y,2023-03-21
35876,천안 목천나들목 지역 최대 쌍구형 회전교차로 신설 ,충청일보,지역종합지,Y,2023-03-21
35877,"단국대학교 125학군단 총동문회, 누적 장학금 8,600만 원 기탁",한국강사신문,기타,Y,2023-03-21
35878,"양산항일독립기념관, 시립박물관서 운영한다",양산신문,기타,Y,2023-03-22
35879,‘제5회 온리피스(Only Peace) 콘퍼런스‘ 20일 열려,브레이크뉴스,기타,Y,2023-03-22
35880,[히스토리] 1965년 국교정상화부터 기시다 회담까지의 여정,문화저널21,기타,Y,2023-03-22
35881,"경상북도 공공기관 직원 통합채용, 지텔프 55점 전체 반영",잡포스트,기타,Y,2023-03-22
35882,"독립기념관, 주한 미군기지 내 기획전시 최초 개최",충청뉴스,기타,Y,2023-03-25
35883,“천안 K-컬처 박람회 문화 예술의 메카 도시로 만드는 것”,뉴데일리,기타,Y,2023-03-25
35884,"천안시의회, 'K-컬처 박람회' 성공개최 도모",충청뉴스,기타,Y,2023-03-25
35885,"(R) ""빵 먹으러 천안 갈래 "" 베리베리 빵빵축제 모인 '빵지순례단'",TJB 대전방송,기타,Y,2023-03-25
35886,제1회 경주보훈문화제...‘다시 피어난 독립의 꽃’,경북신문,기타,Y,2023-03-26
35887,"4년 만에 열린 양산 만세운동 재현행사, 성황리에 개최",부산일보,지역종합지,Y,2023-03-26
35888,1916 하와이 호놀룰루 애국창가' 음반 발매 기념 콘서트,경인일보,지역종합지,Y,2023-03-26
35889,천안시의회 '천안 K-컬처 박람회 성공개최 지원'을 위한 연구모임 1차 간담회...,충청일보,지역종합지,Y,2023-03-26
35890,"충남 천안시의회, 「천안 K-컬처 박람회 성공개최 지원」을 위한 연구모임 1차...",충청매일,기타,Y,2023-03-26
35891,반일을 넘어 전북형 극일의 길을 모색해보자!,전북일보,지역종합지,Y,2023-03-26
35892,천안시의회 ‘천안 K-컬처 박람회 성공개최 지원 연구모임’ 1차 간담회,시사뉴스24,기타,Y,2023-03-26
35893,만세운동 주도 독립운동가 생가 흉물로 방치…표석 이름도 틀렸다 수정,뉴제주일보,기타,Y,2023-03-27
35894,"빵에 '진심' 천안시, '베리베리 빵빵데이' 성료",농수축산신문,기타,Y,2023-03-27
35895,2023 천안 K-컬처 박람회 서포터즈' 활동계획 구체화,디트뉴스24,기타,Y,2023-03-27
35896,2023 천안 K-컬처 박람회 서포터즈' OT실시.,국제뉴스,기타,Y,2023-03-27
35897,2023 천안 K-컬처 박람회 서포터즈' 활동계획 구체화,충남일보,기타,Y,2023-03-27
35898,"천안시의회, 천안 K-컬쳐 박람회 성공개최를 위한 연구모임 간담회 열어",대한경제,기타,Y,2023-03-27
35899,"충남 천안시,'2023 천안 K-컬처 박람회 서포터즈' 활동계획 구체화",충청매일,기타,Y,2023-03-27
35900,"충남 천안시, 2023 천안 K-컬처 박람회 서포터즈 오리엔테이션",뉴스프리존,기타,Y,2023-03-27
35901,2023 천안 K-컬처 박람회 서포터즈' 활동계획 구체화,디스커버리뉴스,기타,Y,2023-03-27
35902,2023 천안 K-컬처 박람회 서포터즈' 활동계획 구체화,충청타임즈,기타,Y,2023-03-27
35903,"日, 교과서 왜곡… ""한일 정상회담 양보, 일본에 신호로 비춰졌을 것""",조세일보언론사 선정,기타,Y,2023-03-29
35904,충남에 있는 다양한 기독교 유적,CTS,기타,Y,2023-03-29
35905,"천안시, 국외 전담 여행사 초청 팸투어 실시",농수축산신문,기타,Y,2023-03-29
35906,청소년육성재단 끌어안은 '경북행복재단' 9월 출범…경북도 3번째 공공기관 개...,매일신문,지역종합지,Y,2023-03-29
35907,"[시선집중] 前 오사카 총영사 “日, 개가 짖어도 마차는 달린다.. 브레이크 풀...",MBC,방송사,Y,2023-03-29
35908,상주문화원 '경북 독립운동사 아카데미 상주' 내달 27일까지 운영,데일리한국,기타,Y,2023-03-30
35909,"서울남부보훈지청, 「독립영웅의 길」 체험 박람회 개최",코나스,기타,Y,2023-03-30
35910,박민식 보훈처장 재산 32억6000만원…엄동환 방사청장 17.6억[재산공개],뉴시스언론사 선정,기타,Y,2023-03-30
35911,<뉴스브릿지> 이방인이 아닌 친구…찾아가는 어학당,EBS,기타,Y,2023-03-30
35912,서재필 선생의 애국·애족 정신 기린다,남도일보,기타,Y,2023-03-30
35913,창원 마산 삼진의거 역사성 알리기 노력,경남매일신문,기타,Y,2023-03-30
35914,"미스터 션샤인' 실제인물 황기환 선생 등 3명, 4월 독립운동가",뉴시스,기타,Y,2023-03-31
35915,군산서 '사진으로 보는 한국 독립운동사  독립운동사 20선-' 전시회,전라일보,기타,Y,2023-03-31
35916,"75주년 4.3추념일, 서울서 '통일' '자주독립' 함성 울려 퍼진다",헤드라인제주,기타,Y,2023-03-31
35917,"서울남부보훈지청, 매헌윤봉길의사기념관 광장에서 '독립영웅의 길' 체험 박람...",글로벌이코노믹,기타,Y,2023-03-31
35918,"안성시-경기동부보훈지청, 2023년 4월 '이달의 안성 독립운동가 남상훈(南相薰...",경인매일,기타,Y,2023-03-31
35919,"매헌윤봉길의사기념사업회, '매헌시민의 숲' 명칭 개정 음악회",연합뉴스,기타,Y,2023-03-31
35920,창녕박물관 봄 나들이 장소로 ‘인기’ [창녕소식],쿠키뉴스,기타,Y,2023-03-31
35921,"100% 국내산 쌀 '흥타령쌀 막걸리', 출시 앞둬",충청뉴스,기타,Y,2023-03-31
35922,프로젝트수업으로 자신만의 답을 찾는 아이들이 갖출 첫 덕목은 ,K스피릿,기타,Y,2023-03-31
35923,"[한국강사신문 대표가 만난 강사] ""대한민국을 알리고 지킨다!"" 성신여대 서경...",한국강사신문,기타,Y,2023-03-31
